,sentence,tags
446,"For stocks traded on public stock exchanges, supply and demand for the company’s shares are a main component in determining the stock’s price at any point in the trading day.",O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O B-DER I-DER I-DER I-DER O O O O O O O O 
447,"If your credit score is high, your mortgage interest rate is lower, except if your credit score looks bad.",O O B-BAS I-BAS O O O O B-DER I-DER I-DER O O O O O O B-BAS I-BAS O O O 
448,If your growth phase is adult your sleep window should be 7 to 9 hours and if your growth phase is teenager your sleep window should be 8 to 10 hours.,O O B-BAS I-BAS O O O B-DER I-DER O O O O O O O O O B-BAS I-BAS O O O B-DER I-DER O O O O O O O 
449,"If your age is 18 or above, your gym membership is valid, otherwise your gym membership must be approved by your parents.",O O B-BAS O O O O O O B-DER I-DER O O O O O B-DER I-DER O O O O O O O 
450,The credit analyst bases its final decision on the reports and issues at hand.,O O O O O B-DER I-DER O O B-BAS O B-BAS I-BAS I-BAS O 
451,"In case that the score is 5, then the service request is a bug, otherwise the service request is a product change.",O O O O B-BAS O O O O O B-DER I-DER O O O O O O B-DER I-DER O O O O O 
452,"Rates increase, or vary, from the base rate depending on the items in the cart.",B-DER O O O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS O 
453,An profitable company has a low credit risk and therefore also a low interest rate. ,O O B-BAS O O O B-DER I-DER O O O O O B-DER I-DER O 
454,The timing of the package has priority in case that the customer price was 6 euro extra.,O B-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS O O O O O 
455,"Furthermore, the obesity level or degree of overweight should be assessed by the BMI value and sex of the patient.",O O O B-DER I-DER O B-DER I-DER I-DER O O O O O B-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS O 
456,"If it 's Christmas, sell turkey.",O O O B-BAS O B-DER I-DER O 
457,"Just like a consumer product or a commodity, if the demand is greater, the price people are willing to pay is higher.",O O O O O O O O O O O B-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O 
458,If the weather is cold we will have a warm dinner. ,O O B-BAS O O O O O O O B-DER O 
459,"To decide on whether or not to approve a loan for a SME, the borrower’s attributes and the lender’s human capital is taken into account.",O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O 
460,"For a 50-year-old person, the estimated maximum age-related heart rate would be calculated as 220 – 50 years = 170 beats per minute (bpm).",O O O O O O B-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS O O O O O O O O O 
461,"score, which takes into account your commisions and hours worked. ",B-DER O O O O O O B-BAS O B-BAS I-BAS O 
462,The fine is 10 euro whenever the return date of the book is not respected.,O B-BAS O O O O O B-DER I-DER I-DER I-DER I-DER O O O O 
463,People are eligible if their age is between 21 and 75.,B-DER O O O O B-BAS O O O O O O 
464,"The bonus is determined by a score, which takes into account your commissions and hours worked.",O B-DER O O O O B-BAS O O O O O O B-BAS O B-BAS I-BAS O 
465,"If your age is 18 years, usage of our website is allowed, otherwise a permission of your parents is necessary before using our website.",O O B-BAS O O O O B-DER I-DER I-DER I-DER O O O O O B-DER I-DER I-DER I-DER O O O O O O O 
466,If you are at risk or there is an outbreak then you are eligible for a smallpoxvaccine.,O O O O B-BAS O O O O B-BAS O O O B-DER I-DER I-DER I-DER O 
467,Your doctor selects the appropriate tests based on your specific circumstances and taking into account new symptoms you may be experiencing.,O O O O B-DER I-DER O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
468,"If the order is above 5 units, the discount is 5%, otherwise the discount is 2%. ",O O B-BAS O O O O O O B-DER O O O O O O B-DER O O O O 
469,The specific goals of the business owners is another important factor that determines the amount of working capital required by a small business.,O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
470,The application risk of a client is assessed by the application risk score model and the application risk category table.,O B-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O 
471,"If the number of nominees is equal to 3 and the majority vote is assigned to one of the nominees,, then the elected as Chairman is one of the 3 nominees.",O O B-BAS I-BAS I-BAS O O O O O O B-BAS I-BAS O O O O O O O O O O O B-DER I-DER I-DER O O O O O O O 
472,"After taking a medical history and performing a physical examination, the doctor may have some ideas as to what may be causing a person’s symptoms.",O O O B-BAS I-BAS O O O B-BAS I-BAS O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
473,"The health status refers to patients' symptoms, functional status, and quality of life.",O B-DER I-DER O O B-BAS I-BAS I-BAS O B-BAS I-BAS O O B-BAS I-BAS I-BAS O 
474,Complications of breast cancer surgery depend on the procedures you choose.,B-DER I-DER I-DER I-DER I-DER O O O B-BAS O O O 
475,"If your talent is noticible or your country is hosting the game, your chance of getting a wildcard is higher.",O O B-BAS O O O O B-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER O O O 
476,"From the 31st day, the basic benefit is equivalent to the amount of your unemployment benefit + an additional allowance of 15% of gross capped salary at € 110.23.",O O O O O O B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O 
477,"When your gender is female and you had a breast canser surgery, an additional treatment after surgery, such as chemotherapy, hormone therapy or radiation may be the best option.",O O B-BAS O O O O O O O O B-BAS O O B-DER I-DER I-DER I-DER O O O O O O O O O O O O O O O 
478,"Sleep deprivation leaves your brain exhausted, so it can’t perform its duties as well, it also negatively affects your mental abilities and emotional state.",B-BAS I-BAS O O O O O O O O O O O O O O O O O O O O O B-DER I-DER O B-DER I-DER O 
479,Employee benefit is not required for independent consultants when they work on 1 project.,B-DER I-DER O O O O O B-BAS O O B-BAS O O B-BAS O 
480,"If the repairability of the car is not possible, the price charged is only 10$.",O O B-BAS I-BAS I-BAS I-BAS O O O O O B-DER I-DER O O O O O 
481,"As an employee and a company you can be interested in the amount of vacation days you have accumulated over the years, this is determined by the number of vacation days you already took and by the vacation days given to you by the company.",O O O O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
482,"This will depend on the individual employer, the type of role, and your relevant skills and experience.",O O O O O B-BAS I-BAS O O B-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS O 
483,"The borrower’s attributes refer to the relationship with the bank, the firm size, value of collateral, related business experience, and the share of investment.",O B-DER I-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS O 
484,"The employee premium is awarded, if (s)he has an anciennity of at least 3 years.",O B-DER I-DER O O O O O O O O O O B-BAS O O O O O O 
485,You get an extra premium if you are an high performing employee and your have more than 20 hours overtime. ,O O O O B-DER O O O O O O B-BAS O O O O O O B-BAS I-BAS O 
486,"The risk assessment requires a credit history check on the applicant, which is performed by a financial officer.",O B-DER I-DER O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O O O 
487,The bonus is calculated based on your employment during the previous calendar year.,O B-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
488,"The customer receives a discount of 15% if it 's customer birthday, otherwise the discount is 0%.",O O O O B-DER O O O O O O B-BAS I-BAS O O O B-DER O O O O 
489,"If the presence of cancer in the lymph nodes is confirmed, the chance of finding cancer in any of the remaining lymph nodes is small and no other nodes need to be removed.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O 
490,"If an anti-virus is present, your have a low chance of getting hacked. ",O O B-BAS O O O O O O O B-DER I-DER I-DER I-DER I-DER 
491,It also negatively affects your mental abilities and emotional state.,O O O O O B-DER I-DER O B-DER I-DER O 
492,"Moreover, the number of vacation days awarded to you is determined by the period you have been working at the company and your function.",O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS O 
493,The season will determine the dinner we have.,O B-BAS O O O B-DER O O O 
494,"The GDP calculation accounts for spending on both exports and imports, this calculation includes all of the factors of production that make up an economy.",O B-DER I-DER O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
495,The season will determine the dinner of tonight. ,O B-BAS O O O B-DER I-DER I-DER O 
496,The employee's premium is equal to an anciennity premium if (s)he has an anciennity of at least 3 years and an absence of no more than 4 weeks during the year.,O B-DER I-DER I-DER O O O O O O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O O O O 
497,The dinner is influenced by the season and the drinks are determined by the guests.,O B-DER O O O O B-BAS O O B-DER O O O O B-BAS O 
498,A client’s creditworthiness is ascertained by evaluating and verifying the information provided by the client.,O B-DER I-DER I-DER I-DER O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
499,"If the season is christmas, the food to be served should be turkey and if the season is valentine, the food to be served is chocolate.",O O B-BAS O O O O B-DER I-DER I-DER I-DER O O O O O O B-BAS O O O O B-DER I-DER I-DER I-DER O O O 
500,"The amount of maternity benefit depends on your status (employed, unemployed or self-employed) and on your income.",O B-DER I-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS O 
501,What we will drink tonight is determined by two factors: the meal of the evening and the age of the guests.,B-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O 
502,GDP is an important statistic that indicates whether an economy is growing or contracting.,B-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
503,Your customer profile and the time of the year define your movie recommendation.,O B-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O O B-DER I-DER O 
504,"A high rent is expected if the risk rating is high, else a base rent is asked. ",O O B-DER O O O O B-BAS I-BAS O O O O O O B-DER O O O 
505,The decision of loan approval for a SME requires information about the borrower’s attributes and the lender’s human capital.,O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
506,Demand is based on the number of traders and investors looking to buy shares.,B-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
507,Your maximum age-related heart rate is equal to your age substracted from 220.,O B-DER I-DER I-DER I-DER O O O O B-BAS O O O O 
508,"If your tumor size is large, you should get chemotherapy before surgery to shrink a tumor.",O O B-BAS I-BAS O O O O O O B-DER O O O O O O O 
509,"If the service request is a bug, and the phase is testing however, the customer price should be 0 euros.",O O B-BAS I-BAS O O O O O O B-BAS O O O O O B-DER I-DER O O O O O 
510,"If the order is above 5 units, then the discount is 5%.",O O B-BAS O O O O O O O B-DER O O O O 
511,The mortgage interest rate is significantly different depending on the loan type you choose.,O B-DER I-DER I-DER O O O O O O B-BAS I-BAS O O O 
512,"To assess whether an employee gets a bonus, the HR department needs to give a score.",O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O B-BAS O 
513,The risk level is lower when the stake in the property is higher.,O B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O O O 
514,"BMR, which is determined by the number of calories your body uses to maintain vital functions. ",B-DER O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
515,Seller ratings is a number that represents other buyers’s experience of making a purchase from your seller.,B-DER I-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
516,"Your credit score, your home location, and your down payment are all factors that can affect your interest rate.",O B-BAS I-BAS O O B-BAS I-BAS O O O B-BAS I-BAS O O O O O O O B-DER I-DER O 
517,"If you are a woman, your basal metabolic rate is equal to 655 + (9.6 X weight in kg) + (1.8 x height in cm) – (4.7 x age in yrs).",O O O O O O O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O B-BAS O O O O 
518,"However, if the enrollement in a Belgian University is not confirmed, but an exchange with a partner university exists, then the right of a permit is granted.",O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER O O O 
519,"Whether or not a loan is granted to a borrower, is determined by the following factors: the borrower’s reputation, the borrower’s financial condition, future prospects and firm ability.  ",B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS O B-BAS I-BAS O 
520,"If you have a premium card and your work at Deloitte, you get access to the lounge. ",O O O O O B-BAS O O B-BAS O O O O O B-DER I-DER I-DER I-DER O 
521,"Your concentration, creativity, and problem-solving skills aren’t up to par when your rest level is insufficient.",O B-DER O B-DER O O B-DER I-DER O O O O O O O O B-BAS I-BAS O O O 
522,"Unless a customer is in the maintenance phase, no price should be charged. ",O O B-BAS O O O O B-BAS O O B-DER O O O O 
523,Businesses may use it as a factor when deciding whether to expand or contract production or whether to undertake major projects.,O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O B-DER I-DER I-DER I-DER I-DER O 
524,"Firstly, if your stress level is higher than usual, your focus on the workout will probably be low, and the risk of an injury increases.",O O O O B-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER O O O O O O O B-DER I-DER I-DER I-DER O O 
525,"The physical health score is determined from the physical fitness score, BMI based health risk level and healthiness of senses.",O B-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS O 
526,"If your time to finish is under 3 sec, your award is a gold medal, if your time to finish is under 5 seconds, your award is a silver medal.",O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O O O B-BAS I-BAS I-BAS O O O O O O B-DER O O O O O 
527,"Antibody tests can tell us whether someone has had an infection in the past, even if they have not had symptoms.",B-BAS I-BAS O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O 
528,A very important part of preparing the loan file is determining the most appropriate loan terms and conditions.,O O O O O O O B-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS O B-BAS O 
529,"If a player ranked inside the top 104 is unable to play due to injury or for any other reasons can’t play, then the participation of the player that is ranked 105th will be approved.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O O O O O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O 
530,"A high price is charged in the previous case, if the damage is big.",O O B-DER O O O O O O O O O B-BAS O O O 
531,"For example, for jobs that include waitressing or manal effort, the NEAT is significantly greater than jobs uncluding office work.",O O O O B-BAS O O O O O O O O B-DER O O O O O O O O O 
532,The discount is higher if the customer has a membership card.,O B-DER O O O O B-BAS O O O O O 
533,The total number of credit points you have completed assists the University in calculating your course progress and completion.,O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER O 
534,"Before displaying a price, the system looks at whether the account holder is a rewards member. ",O O O B-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
535,The latter then verifies the repayment agreement: the cancellation of the application by the loan provider is true in case the repayment schedule is not compliant.,O O O O O O O O O B-DER I-DER I-DER I-DER O O O O O O O O O B-BAS I-BAS O O O O 
536,VO2 max is measured in milliliters of oxygen used in one minute per kilogram of body weight.,B-DER I-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS O 
537,"Furthermore, the meal we have is influenced by the weather.",O O O B-DER O O O O O O B-BAS O 
538,The company's policy can impact the income stream for investors and the profitability of the company.,O B-BAS I-BAS I-BAS O O O B-DER I-DER I-DER I-DER O O B-DER I-DER I-DER I-DER O 
539,"At last, if a person is between 28 and 50 years old, and was not involved in a car accident, insurance cost is 400 euros.",O O O O O B-BAS O O O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-DER I-DER O O O O 
540,"However, when the person age is between 16 and 18, and that person was involved in a car accident, insurance cost amounts to 800 euros.",O O O O B-BAS I-BAS O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-DER I-DER O O O O O 
541,The personal score will depend on the KPI Data and the Project Data. ,O B-DER I-DER O O O O B-BAS I-BAS O O B-BAS I-BAS O 
542,"It includes the wages paid to labor, the rent earned by land, the return on capital in the form of interest, and the entrepreneur’s profits.",O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS O 
543,"Your eligibility to work in the UK is taken into consideration, if your nationality is British or if your working period in the UK was before  31st Dec 2020.",O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O 
544,Patient’s height and weight are considered to calculate his BMI value.  ,B-BAS I-BAS I-BAS I-BAS O B-BAS O O O O O B-DER I-DER O 
545,"If the change in your nipple is noticible, the chance of having breast cancer is not 0.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER O O O O 
546,"For physical activity of vigorous intensity, your target heart rate should be between 77% and 93% of your maximum heart rate, except for people aged 15 or younger.",O B-BAS I-BAS O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O O O B-BAS I-BAS O O O O 
547,"In case of a crime that is a robbery, the type of defense is police troops are chosen as the defense, otherwise police corps.",O O O O B-BAS O O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O 
548,"If your ranking was once higher or your amount of titles is higher than 5, the likelihood of receiving a wildcard is high.",O O B-BAS O O O O O B-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER O O O 
549,"If your growth phase is in adulthood, your sleep window should last 7 to 9 hours and if your growth phase is teenager, your sleep window should be 8 to 10 hours.",O O B-BAS I-BAS O O O O O B-DER I-DER O O O O O O O O O B-BAS I-BAS O O O O B-DER I-DER O O O O O O O 
550,The lender may also request credit reports from credit agencies to assess the credit health of the borrower.,O O O O O B-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER O 
551,A high risk rating is defined as a credit risk above 3. ,O O B-DER I-DER O O O O B-BAS I-BAS O O O 
552,"if weather is nice, plan picknick and if weather is rainy, plan film night.",O B-BAS O O O B-DER I-DER O O B-BAS O O O B-DER I-DER I-DER O 
553,"The GDP calculation includes the wages paid to labor, the rent earned by land, the return on capital in the form of interest, and the entrepreneur’s profits.",O B-DER I-DER O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS O 
554,"The service request is a product change if the score is 10, the technical analysis was easy and the amount of hours needed is 9.",O B-DER I-DER O O O O O O B-BAS O O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS O O O 
555,To decide on the drink of tonight we first want to know the dinner of tonight and the age of the guests. ,O O O O B-DER I-DER I-DER O O O O O O B-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O 
556,Calculate your target heart rate and estimated maximum heart rate to determine if your heart rate is within the target zone during physical activity.,O O B-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
557,"dinner of tonight, which determines the drinks.",B-BAS I-BAS I-BAS O O O O B-DER O 
558,"Operating expenses include those that are directly incurred through the day-to-day operations of the building, such as property insurance, management fees, maintenance fees, and utility costs.",B-DER I-DER O O O O O O O O O O O O O O O O B-BAS I-BAS O B-BAS I-BAS O B-BAS I-BAS O O B-BAS I-BAS O 
559,The final approach combines the residual and stable dividend policies.,O B-DER I-DER O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
560,"Generally, Medicare is available for people of 65 years old and older.",O O B-DER O O O B-BAS O O B-BAS I-BAS O O O 
561,"In case that the temperature of a person is above 37 degrees, then the permission to work is not granted.",O O O O B-BAS I-BAS I-BAS I-BAS O O O O O O O B-DER I-DER I-DER O O O O 
562,Businesses may use GDP as a factor when deciding whether to expand or contract production or whether to undertake major projects.,O O O B-BAS O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O B-DER I-DER I-DER I-DER I-DER O 
563,"The salary of the client, whether the client is a homeowner, and whether the client is employed will calculate the financial risk. ",O B-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O B-DER I-DER O 
564,"To assess the employee bonus, the HR department needs to give a score.",O O O B-DER I-DER O O O O O O O O B-BAS O 
565,The rent is high if the risk rating is high. ,O B-DER O O O O B-BAS I-BAS O O O 
566,"The patient’s risk level should be assessed by determining the level of obesity based on BMI value, also on the waist circumference. ",O B-DER I-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS I-BAS O O B-BAS I-BAS O O O O B-BAS I-BAS O 
567,"Along with regularly getting a screening mammogram, monitoring your symptoms is an important part of early detection of breast cancer.",O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER I-DER O 
568,Determining the capitalization rate is one of the key metrics used to value an income-generating property. ,O O B-BAS I-BAS O O O O O O O O B-DER I-DER I-DER I-DER O 
569,The area of a circle is pi multiplied by the radius squared.,O B-DER I-DER I-DER I-DER O O O O O B-BAS O O 
570,If the KPI Data is >1 and the Project Data is positive then the score is 1.,O O B-BAS I-BAS O O O O O B-BAS I-BAS O O O O B-DER O O O 
571,"To define which passengers are eligible to upgrade to Business or First class, the system evaluates the number of flights of a customer and the degree to which the economy cabin is overbooked.",O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
572,The bar may not sell drinks when the time is between 2 and 7 AM.,O O O O B-DER I-DER O O B-BAS O O O O O O O 
573,"While the zone is red, movements in and out of muncipalities are prohibited, except for emergency or essential reasons.",O O B-BAS O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O B-BAS I-BAS I-BAS I-BAS O 
574,"If your diet is a higher carb and lower fat diet, the multiplier should be 0.3g/lb.",O O B-BAS O O O O O O O O O O B-DER O O O O 
575,A medium risk level follows from a moderate financial situation. ,O O B-DER I-DER O O O O B-BAS I-BAS O 
576,"If the amount is between 20 and 30 units, the discount is 27%.",O O B-BAS O O O O O O O O B-DER O O O O 
